mes,codigo_producto,metodo,prediccion,inferior,superior,half_width,alpha_aci
2025-03-01,TG000725ARME,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARMP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARMP1,ANIO_ANTERIOR,0.0,0.0,9.0,9.0,0.11000000000000004
2025-03-01,TG000725ARMP2,ANIO_ANTERIOR,0.0,0.0,730.0,730.0,0.010000000000000016
2025-03-01,TG000725ARQP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARRP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARRP1,ANIO_ANTERIOR,116.0,0.0,837.0,721.0,0.01
2025-03-01,TG000725ARRP2,ANIO_ANTERIOR,66.0,0.0,456.0,390.0,0.01
2025-03-01,TG000725ARSE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARSP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARTE,ANIO_ANTERIOR,19.0,2.0,36.0,17.0,0.025000000000000005
2025-03-01,TG000725ARTP,ANIO_ANTERIOR,0.0,0.0,3.0,3.0,0.11000000000000004
2025-03-01,TG000725ARVP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARWP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARYE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725ARYP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG000725SRMP,ANIO_ANTERIOR,0.0,0.0,46.0,46.0,0.11000000000000004
2025-03-01,TG000725SRRP,ANIO_ANTERIOR,0.0,0.0,61.5,61.5,0.060000000000000026
2025-03-01,TG000820ALRP,ANIO_ANTERIOR,0.0,0.0,3.0,3.0,0.11000000000000004
2025-03-01,TG000920CLDP,ANIO_ANTERIOR,0.0,0.0,48.0,48.0,0.11000000000000004
2025-03-01,TG000920CLJP,ANIO_ANTERIOR,0.0,0.0,6.0,6.0,0.11000000000000004
2025-03-01,TG000920CLPP,ANIO_ANTERIOR,92.0,0.0,214.0,122.0,0.05000000000000002
2025-03-01,TG000920CLRP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001010ALRE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001010ALTP,ANIO_ANTERIOR,0.0,0.0,2.0,2.0,0.11000000000000004
2025-03-01,TG001010ARAE,ANIO_ANTERIOR,0.0,0.0,1.0,1.0,0.11000000000000004
2025-03-01,TG001010ARQE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001010ARRE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001010ARRE1,ANIO_ANTERIOR,22.0,0.0,340.0,318.0,0.11000000000000004
2025-03-01,TG001010ARRE2,ANIO_ANTERIOR,70.0,0.0,140.0,70.0,0.11000000000000004
2025-03-01,TG001010ARRP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001010ARRP1,ANIO_ANTERIOR,476.0,0.0,1729.0,1253.0,0.060000000000000026
2025-03-01,TG001010ARRP2,ANIO_ANTERIOR,30.0,0.0,273.0,243.0,0.060000000000000026
2025-03-01,TG001020ALAE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001020ALAE1,ANIO_ANTERIOR,0.0,0.0,1443.0,1443.0,0.05500000000000002
2025-03-01,TG001020ALAE2,ANIO_ANTERIOR,50.0,0.0,522.0,472.0,0.015000000000000001
2025-03-01,TG001020ALAESR,ANIO_ANTERIOR,27.0,0.0,237.0,210.0,0.010000000000000016
2025-03-01,TG001020ALAP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001020ALAP1,ANIO_ANTERIOR,158.0,0.0,1742.0,1584.0,0.010000000000000016
2025-03-01,TG001020ALAP2,ANIO_ANTERIOR,566.0,0.0,4202.0,3636.0,0.05500000000000002
2025-03-01,TG001020ALDE,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001020ALDE1,ANIO_ANTERIOR,138.0,0.0,1072.0,934.0,0.05000000000000002
2025-03-01,TG001020ALDE2,ANIO_ANTERIOR,200.0,0.0,1250.0,1050.0,0.025000000000000005
2025-03-01,TG001020ALDESR,ANIO_ANTERIOR,0.0,0.0,476.0,476.0,0.04000000000000001
2025-03-01,TG001020ALDP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001020ALDP1,ANIO_ANTERIOR,1972.0,0.0,5541.0,3569.0,0.05500000000000002
2025-03-01,TG001020ALDP2,ANIO_ANTERIOR,570.0,0.0,1628.0,1058.0,0.015000000000000001
2025-03-01,TG001020ALFP,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
2025-03-01,TG001020ALJE,ANIO_ANTERIOR,0.0,0.0,1.0,1.0,0.11000000000000004
2025-03-01,TG001020ALME,ANIO_ANTERIOR,0.0,0.0,0.0,0.0,0.16000000000000006
