codigo_producto,metodo,tiene_hiperparametros,n_scores_aci,alpha_aci
TG00714NI01P,ANIO_ANTERIOR,False,12,0.11000000000000004
TG00714NI02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NI03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NJ01E,ANIO_ANTERIOR,False,12,0.11000000000000004
TG00714NJ01P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NJ02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NJ03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NK01E,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NK01P,ANIO_ANTERIOR,False,12,0.11000000000000004
TG00714NK02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NK03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NL01P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NL02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NL03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NM01E,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NM01P,ANIO_ANTERIOR,False,12,0.11000000000000004
TG00714NM03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NN01E,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NN01P,ANIO_ANTERIOR,False,12,0.11000000000000004
TG00714NN02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NN03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NNN1E,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NNN1P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NNN2P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NO01P,ANIO_ANTERIOR,False,12,0.11000000000000004
TG00714NO02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NO03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NP01E,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NP01P,ANIO_ANTERIOR,False,12,0.060000000000000026
TG00714NP02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NP03P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NQ01E,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NQ01P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NQ02P,ANIO_ANTERIOR,False,12,0.16000000000000006
TG00714NR01P,ANIO_ANTERIOR,False,12,0.060000000000000026
TG00714NR02P,ANIO_ANTERIOR,False,12,0.16000000000000006
